SVL,Weight,HeadW,ShW,ThL,LoLegL,ThW,LLegW,Risk
16.896,0.333,5.087683077,4.842188461,7.0415,6.429,1.952572915,1.258965817,high
16.917,0.336,5.160575722,4.691640158,6.871,6.2095,1.944271798,1.228470742,high
16.382,0.338,5.299830067,4.435929476,6.7905,6.038,1.874931455,1.330815166,high
15.704,0.339,5.0441541,4.375065061,6.647,6.1265,2.021857385,1.165274976,high
17.048,0.34,5.145763432,4.857462902,5.8515,6.556,2.013369404,1.127551556,high
16.873,0.347,5.239199063,4.623363394,5.9645,5.9525,2.173377501,1.311586151,high
16.34,0.35,4.765602386,4.771840031,6.5675,6.109,2.205038138,1.014322388,high
16.821,0.358,4.998690196,4.758179743,6.798,5.9205,2.111586503,1.221704603,high
16.939,0.358,5.041236759,4.92335015,7.1095,6.579,2.109760535,1.235941904,high
17.077,0.373,4.914635363,4.828556586,6.6555,6.2335,2.128099854,1.027193373,high
17.254,0.374,5.247846479,4.156994563,6.324,5.876,1.961274644,1.295260895,high
17.335,0.407,5.173320366,4.726489588,6.6,6.6425,2.046603551,0.838214115,high
